cluster_label,n_rows,mean_anomaly_score,n_already_rule_flagged,n_unique_texts,n_unique_originators,sender_msgs_last_5min,sender_msgs_last_1hr,sender_unique_destinations_1hr,sender_repeat_content_ratio_1hr,sender_age_days,sender_recipient_diversity_ratio_5min,sender_recipient_diversity_ratio_1hr,sample_texts,fraud_type_label,label_reason
-1,4417,0.0647346295427351,697,3579,520,15.029884537016072,114.62621688929136,2.4935476567806205,0.1151585510553828,0.5532790895236418,0.3242389261320409,0.1687190916277435,"I hope you can cooperate as I urgently need the funds to settle an important payment ||| Yepon pulangkan la duit tu dulu@ ||| Dang ở nhà  dung điện  ||| Cara bayar ||| ‎Join me on WhatsApp! It lets us message privately and share photosI will arrive at Lawrence Freiman Ln, Ottawa around 12:31. I’ll letI will arrive at Lawrence Freiman Ln, Ottawa around 12:31. I’ll let‎Join me on WhatsApp! It lets us message privately and share photosI will arrive at Lawrence Freiman Ln, Ottawa around 12:31. I’ll let‎Join me on WhatsApp! It lets us message privately and share photosI will arrive at Lawrence Freiman Ln, Ottawa around 12:31. I’ll let‎Join me on WhatsApp! It lets us message privately and share photos‎Join me on WhatsApp! It lets us message privately and share photos‎Join me on WhatsApp! It lets us message privately and share photos家长您好，我是PPtutor中文的课程顾问张老师，一直未能联系上您，您这边看到消息，辛苦您添加一下我的企业微信，约一个您当地比较方便的‎Let's have a call on WhatsApp! It lets us make secure video and auI will arrive at Lawrence Freiman Ln, Ottawa around 12:31. I’ll let‎Join me on WhatsApp! It lets us message privately and share photos【汪喵星球】付款提醒， 您的訂單 2213786 尚未付款成功，請至官網訂單查詢即可付款：https://www.dogcatstar‎Join me on WhatsApp! It lets us message privately and share photos【汪喵星球】付款提醒， 您的訂單 2213786 尚未付款成功，請至官網訂單查詢即可付款：https://www.dogcatstar【汪喵星球】付款提醒， 您的訂單 2213786 尚未付款成功，請至官網訂單查詢即可付款：https://www.dogcatstar【汪喵星球】付款提醒， 您的訂單 2213786 尚未付款成功，請至官網訂單查詢即可付款：https://www.dogcatstarSayang, 🪫ttyl love uhttps://maps.apple.com/?q=-31.944655,115.85830‎Let's have a call on WhatsApp! It lets us make secure video and au‎Let's have a call on WhatsApp! It lets us make secure video and au you know if I’m running late. you know if I’m running late. you know if I’m running late.য়ে গেছে ।时间通过一下孩子的数学情况给孩子安排合适的试听课时间通过一下孩子的数学情况给孩子安排合适的试听课 you know if I’m running late. soon. ||| REG-REQ?v=3;t=520EE1A2A98F0A2808B8509344F6B61FD0EE63FDC35B5143FB1630DD96C8B56D;r=1740586606",,
722,70,0.0624929943226759,0,70,16,25.15714285714286,163.4,3.6,0.0,0.4571248346560846,0.2736008521541894,0.0636490450978202,"mu xpyh duduk main bodo gnih lh nisah .. smpai hati ko xsampai hty mmg mu brend gtu tu gak...sbb tu mu bulih wak gini ko aku ||| Kan ba lmbt masuk mak terbangin dh lmbt dia nk tido blk haha ||| Okey, tp aku takut tak dapat ajak semua la, sbb ramai parents dtg ||| Kau nak sgt buat gila dgn org gila kan ||| tak jadi hantar hrini we ||| Tapi takpelah dah u yg ajar anak benci bapak dia",not_fraud,"Claude judgment (read sample texts): Personal Malay chat/argument between family members - ordinary conversational SMS, no fraud signal."
334,65,0.0648842404631831,0,26,3,1.2923076923076924,8.169230769230769,0.9692307692307692,0.2277148604881398,0.8046264245014246,0.5410256410256411,0.1998640857303633,REG-REQ?v=3;t=E0DC23F16A12E1822C0FBD2C043E55E77B8098AF59450E87401855D8068EF662;r=1511032829 ||| REG-REQ?v=3;t=E0DC23F16A12E1822C0FBD2C043E55E77B8098AF59450E87401855D8068EF662;r=1582847874 ||| REG-REQ?v=3;t=E0DC23F16A12E1822C0FBD2C043E55E77B8098AF59450E87401855D8068EF662;r=1511032829 ||| REG-REQ?v=3;t=E0DC23F16A12E1822C0FBD2C043E55E77B8098AF59450E87401855D8068EF662;r=1399389851 ||| REG-REQ?v=3;t=E0DC23F16A12E1822C0FBD2C043E55E77B8098AF59450E87401855D8068EF662;r=37268807 ||| REG-REQ?v=3;t=E0DC23F16A12E1822C0FBD2C043E55E77B8098AF59450E87401855D8068EF662;r=37268807,,"UNRESOLVED, left blank on purpose - structured protocol-looking text (REG-REQ token), unclear if it's even real message content (could be SS7 signaling that leaked into the text field) vs SIM-farming abuse - content-vs-behavior precedence rules don't resolve this, the open question is prior to that. (originator_ratio=0.05, text_ratio=0.40, sender_msgs_last_1hr=8.2)"
554,62,0.0599992118871499,0,1,2,7.258064516129032,67.35483870967742,3.306451612903226,0.2028547501200512,0.8650597371565112,0.4463702963702963,0.0555486812203514,Perlukan pinjaman? Semakan kelayakan secara percuma. Proses mudah & pantas. WhatsApp kami sekarang untuk maklumat lanjut. ||| Perlukan pinjaman? Semakan kelayakan secara percuma. Proses mudah & pantas. WhatsApp kami sekarang untuk maklumat lanjut. ||| Perlukan pinjaman? Semakan kelayakan secara percuma. Proses mudah & pantas. WhatsApp kami sekarang untuk maklumat lanjut. ||| Perlukan pinjaman? Semakan kelayakan secara percuma. Proses mudah & pantas. WhatsApp kami sekarang untuk maklumat lanjut. ||| Perlukan pinjaman? Semakan kelayakan secara percuma. Proses mudah & pantas. WhatsApp kami sekarang untuk maklumat lanjut. ||| Perlukan pinjaman? Semakan kelayakan secara percuma. Proses mudah & pantas. WhatsApp kami sekarang untuk maklumat lanjut.,spam,"unsolicited loan solicitation keyword (matched 'pinjaman'). (originator_ratio=0.03, text_ratio=0.02, sender_msgs_last_1hr=67.4)"
191,58,0.0734970339861409,0,20,4,1.0,3.431034482758621,0.8793103448275862,0.3991652983032293,0.4383690533205619,0.5086206896551724,0.3624863163656267,REG-REQ?v=3;t=E31DB91608690956586219C28D15978D04308EAEEC7CCE62D615AB4DB4CC1539;r=1230126596 ||| REG-REQ?v=3;t=E31DB91608690956586219C28D15978D04308EAEEC7CCE62D615AB4DB4CC1539;r=1230126596 ||| REG-REQ?v=3;t=E31DB91608690956586219C28D15978D04308EAEEC7CCE62D615AB4DB4CC1539;r=2092740017 ||| REG-REQ?v=3;t=E31DB91608690956586219C28D15978D04308EAEEC7CCE62D615AB4DB4CC1539;r=2021215787 ||| REG-REQ?v=3;t=E31DB91608690956586219C28D15978D04308EAEEC7CCE62D615AB4DB4CC1539;r=928080576 ||| REG-REQ?v=3;t=E31DB91608690956586219C28D15978D04308EAEEC7CCE62D615AB4DB4CC1539;r=291051017,,"UNRESOLVED, left blank on purpose - structured protocol-looking text (REG-REQ token), unclear if it's even real message content (could be SS7 signaling that leaked into the text field) vs SIM-farming abuse - content-vs-behavior precedence rules don't resolve this, the open question is prior to that. (originator_ratio=0.07, text_ratio=0.34, sender_msgs_last_1hr=3.4)"
264,48,0.0719916604590859,0,17,3,1.0,3.375,0.8541666666666666,0.4358728655603656,0.6424693769290123,0.5,0.3645592833092833,REG-REQ?v=3;t=6DEF2C2DD5EFB9B3614141A255250DE79B83D07F9717E825BD7989D896DB7BB8;r=460405926 ||| REG-REQ?v=3;t=6DEF2C2DD5EFB9B3614141A255250DE79B83D07F9717E825BD7989D896DB7BB8;r=1920415943 ||| REG-REQ?v=3;t=6DEF2C2DD5EFB9B3614141A255250DE79B83D07F9717E825BD7989D896DB7BB8;r=1274103273 ||| REG-REQ?v=3;t=6DEF2C2DD5EFB9B3614141A255250DE79B83D07F9717E825BD7989D896DB7BB8;r=460405926 ||| REG-REQ?v=3;t=6DEF2C2DD5EFB9B3614141A255250DE79B83D07F9717E825BD7989D896DB7BB8;r=634605094 ||| REG-REQ?v=3;t=6DEF2C2DD5EFB9B3614141A255250DE79B83D07F9717E825BD7989D896DB7BB8;r=34605569,,"UNRESOLVED, left blank on purpose - structured protocol-looking text (REG-REQ token), unclear if it's even real message content (could be SS7 signaling that leaked into the text field) vs SIM-farming abuse - content-vs-behavior precedence rules don't resolve this, the open question is prior to that. (originator_ratio=0.06, text_ratio=0.35, sender_msgs_last_1hr=3.4)"
251,47,0.0743863281347721,0,16,2,1.0851063829787233,5.1063829787234045,0.9787234042553192,0.2490559086303766,0.5634963553979512,0.5177304964539007,0.2647339657977955,REG-REQ?v=3;t=1D2DCB05A3B3D59F83EEB50911B9DE6937C7FA6045000223B5C62DCB52FC6D82;r=80972879 ||| REG-REQ?v=3;t=1D2DCB05A3B3D59F83EEB50911B9DE6937C7FA6045000223B5C62DCB52FC6D82;r=709371140 ||| REG-REQ?v=3;t=1D2DCB05A3B3D59F83EEB50911B9DE6937C7FA6045000223B5C62DCB52FC6D82;r=1506857150 ||| REG-REQ?v=3;t=1D2DCB05A3B3D59F83EEB50911B9DE6937C7FA6045000223B5C62DCB52FC6D82;r=813053470 ||| REG-REQ?v=3;t=1D2DCB05A3B3D59F83EEB50911B9DE6937C7FA6045000223B5C62DCB52FC6D82;r=381711028 ||| REG-REQ?v=3;t=1D2DCB05A3B3D59F83EEB50911B9DE6937C7FA6045000223B5C62DCB52FC6D82;r=1029224525,,"UNRESOLVED, left blank on purpose - structured protocol-looking text (REG-REQ token), unclear if it's even real message content (could be SS7 signaling that leaked into the text field) vs SIM-farming abuse - content-vs-behavior precedence rules don't resolve this, the open question is prior to that. (originator_ratio=0.04, text_ratio=0.34, sender_msgs_last_1hr=5.1)"
17,45,0.0521167545749273,0,1,2,5.622222222222222,75.8,3.688888888888889,0.3727280379917763,1.5163536522633747,0.5422566322566322,0.0489664745300387,"System Notice!Check ID anda dpt FREE_RM69! Nasib baik tengok MSG ni!Lagi JackP0T RM1,888,888!  KLEM&Enjoy Malaysia Birthday Month Login Waze2win 103.209.159.79@ ||| System Notice!Check ID anda dpt FREE_RM69! Nasib baik tengok MSG ni!Lagi JackP0T RM1,888,888!  KLEM&Enjoy Malaysia Birthday Month Login Waze2win 103.209.159.79@ ||| System Notice!Check ID anda dpt FREE_RM69! Nasib baik tengok MSG ni!Lagi JackP0T RM1,888,888!  KLEM&Enjoy Malaysia Birthday Month Login Waze2win 103.209.159.79@ ||| System Notice!Check ID anda dpt FREE_RM69! Nasib baik tengok MSG ni!Lagi JackP0T RM1,888,888!  KLEM&Enjoy Malaysia Birthday Month Login Waze2win 103.209.159.79@ ||| System Notice!Check ID anda dpt FREE_RM69! Nasib baik tengok MSG ni!Lagi JackP0T RM1,888,888!  KLEM&Enjoy Malaysia Birthday Month Login Waze2win 103.209.159.79@ ||| System Notice!Check ID anda dpt FREE_RM69! Nasib baik tengok MSG ni!Lagi JackP0T RM1,888,888!  KLEM&Enjoy Malaysia Birthday Month Login Waze2win 103.209.159.79@",spam,"gambling/betting promo keyword (matched 'waze2win'). (originator_ratio=0.04, text_ratio=0.02, sender_msgs_last_1hr=75.8)"
43,42,0.0823453407401442,10,42,40,0.0,0.0238095238095238,0.0238095238095238,0.0,0.0242669753086419,0.0,0.0238095238095238,ù ΔH!Δ@@<#> w0rr8gv6 is your Facebook code H29Q+Fsn4Sr ||| ù ΔH!Δ@@<#> sftyzvzj is your Facebook code H29Q+Fsn4Sr ||| ù ΔH!Δ@@<#> eshjqgqv is your Facebook code H29Q+Fsn4Sr ||| ù ΔH!Δ@@<#> a7vudool is your Facebook code H29Q+Fsn4Sr ||| ù ΔH!Δ@@<#> njkb209a is your Facebook code H29Q+Fsn4Sr ||| ù ΔH!Δ@@<#> i9hadqhc is your Facebook code H29Q+Fsn4Sr,smishing,"brand-impersonation phishing link (parcel/device-tracking/account) (matched 'is your facebook code'). (originator_ratio=0.95, text_ratio=1.00, sender_msgs_last_1hr=0.0)"
314,42,0.0810470498837654,0,15,5,0.9523809523809524,3.1666666666666665,0.8333333333333334,0.4124149659863946,0.1563842041446208,0.4880952380952381,0.3526643990929705,REG-REQ?v=3;t=B3B688429A42DD1E04264E6269F8B84CFA5953089633AE412367DF10264243F2;r=1644254201 ||| REG-REQ?v=3;t=B3B688429A42DD1E04264E6269F8B84CFA5953089633AE412367DF10264243F2;r=1072768303 ||| REG-REQ?v=3;t=B3B688429A42DD1E04264E6269F8B84CFA5953089633AE412367DF10264243F2;r=1087338686 ||| REG-REQ?v=3;t=B3B688429A42DD1E04264E6269F8B84CFA5953089633AE412367DF10264243F2;r=1401840146 ||| REG-REQ?v=3;t=B3B688429A42DD1E04264E6269F8B84CFA5953089633AE412367DF10264243F2;r=928279888 ||| REG-REQ?v=3;t=B3B688429A42DD1E04264E6269F8B84CFA5953089633AE412367DF10264243F2;r=1081083687,,"UNRESOLVED, left blank on purpose - structured protocol-looking text (REG-REQ token), unclear if it's even real message content (could be SS7 signaling that leaked into the text field) vs SIM-farming abuse - content-vs-behavior precedence rules don't resolve this, the open question is prior to that. (originator_ratio=0.12, text_ratio=0.36, sender_msgs_last_1hr=3.2)"
347,37,0.0751647859578167,0,13,6,1.054054054054054,6.108108108108108,0.918918918918919,0.2857363357363357,0.4859381256256254,0.527027027027027,0.2487330987330987,REG-REQ?v=3;t=845550264D97BC5F748B0CC1B1F56583F14916B77902AB1F73481D77DA43A8E9;r=1117023787 ||| REG-REQ?v=3;t=845550264D97BC5F748B0CC1B1F56583F14916B77902AB1F73481D77DA43A8E9;r=721872360 ||| REG-REQ?v=3;t=845550264D97BC5F748B0CC1B1F56583F14916B77902AB1F73481D77DA43A8E9;r=2475580 ||| REG-REQ?v=3;t=845550264D97BC5F748B0CC1B1F56583F14916B77902AB1F73481D77DA43A8E9;r=807597317 ||| REG-REQ?v=3;t=845550264D97BC5F748B0CC1B1F56583F14916B77902AB1F73481D77DA43A8E9;r=1075632344 ||| REG-REQ?v=3;t=845550264D97BC5F748B0CC1B1F56583F14916B77902AB1F73481D77DA43A8E9;r=2112855730,,"UNRESOLVED, left blank on purpose - structured protocol-looking text (REG-REQ token), unclear if it's even real message content (could be SS7 signaling that leaked into the text field) vs SIM-farming abuse - content-vs-behavior precedence rules don't resolve this, the open question is prior to that. (originator_ratio=0.16, text_ratio=0.35, sender_msgs_last_1hr=6.1)"
